Dollar Loss,Year,Sprinkler System Presence
500,2019,Full sprinkler system present
8000,2019,NA
500,2019,No sprinkler system
1000,2019,No sprinkler system
5,2019,Full sprinkler system present
1000,2019,NA
10000,2019,NA
0,2019,No sprinkler system
5000,2019,No sprinkler system
50000,2019,No sprinkler system
10000,2019,NA
50000,2019,Full sprinkler system present
700000,2020,No sprinkler system
5000,2020,No sprinkler system
5000,2020,No sprinkler system
1500,2020,No sprinkler system
0,2021,No sprinkler system
20000,2021,NA
300,2021,NA
300000,2021,No sprinkler system
10000,2021,No sprinkler system
5000,2021,NA
50000,2021,No sprinkler system
5000,2021,Full sprinkler system present
200,2021,Undetermined
5000,2021,Undetermined
100000,2021,Undetermined
500,2021,No sprinkler system
300,2021,Full sprinkler system present
80000,2021,NA
15000,2021,Undetermined
25000,2021,No sprinkler system
100,2021,Full sprinkler system present
100,2021,Undetermined
500,2021,NA
70000,2021,NA
0,2021,NA
10000,2021,NA
100000,2021,NA
5000,2021,Undetermined
4000,2021,No sprinkler system
6000,2021,Partial sprinkler system present
10000,2021,No sprinkler system
10000,2021,Undetermined
500,2021,No sprinkler system
20000,2021,NA
10000,2021,Partial sprinkler system present
5000,2021,No sprinkler system
20000,2021,Partial sprinkler system present
0,2021,No sprinkler system
2000,2021,NA
90000,2021,No sprinkler system
20000,2021,NA
20000,2021,Undetermined
20000,2021,NA
100,2021,NA
300,2021,NA
85000,2021,Full sprinkler system present
25000,2020,Full sprinkler system present
5000,2020,No sprinkler system
500,2020,No sprinkler system
300,2020,No sprinkler system
500,2021,No sprinkler system
200,2021,Undetermined
2500,2021,NA
150,2021,No sprinkler system
5000,2021,No sprinkler system
50000,2021,Full sprinkler system present
30000,2021,NA
5000,2021,Partial sprinkler system present
10000,2021,Undetermined
10000,2021,No sprinkler system
100000,2021,No sprinkler system
100000,2021,No sprinkler system
50,2021,Partial sprinkler system present
5000,2021,No sprinkler system
20000,2021,No sprinkler system
500,2021,Partial sprinkler system present
1000,2021,Undetermined
83500,2021,NA
500,2021,No sprinkler system
0,2021,No sprinkler system
100,2021,No sprinkler system
5000,2021,No sprinkler system
10000,2021,NA
7000,2021,NA
1000,2021,No sprinkler system
750000,2021,No sprinkler system
500,2021,Undetermined
200000,2021,Partial sprinkler system present
0,2021,Undetermined
30000,2021,NA
10000,2021,No sprinkler system
15000,2021,No sprinkler system
30000,2021,Partial sprinkler system present
10000,2021,Partial sprinkler system present
500,2021,No sprinkler system
1,2021,Undetermined
10000,2021,No sprinkler system
10000,2021,No sprinkler system
200000,2021,Full sprinkler system present
100,2021,NA
0,2021,No sprinkler system
30,2021,Full sprinkler system present
0,2021,NA
20000,2021,Partial sprinkler system present
500,2021,No sprinkler system
100000,2021,Partial sprinkler system present
1000,2021,Undetermined
150000,2021,No sprinkler system
0,2021,Undetermined
1000,2020,No sprinkler system
400,2020,No sprinkler system
1000000,2020,Partial sprinkler system present
1500,2020,Undetermined
10000,2020,NA
2000,2020,Partial sprinkler system present
10000,2020,No sprinkler system
0,2020,NA
20000,2021,No sprinkler system
150000,2021,NA
0,2021,No sprinkler system
100,2021,Undetermined
100000,2021,No sprinkler system
0,2021,NA
2000,2021,No sprinkler system
30000,2021,Full sprinkler system present
10,2021,Full sprinkler system present
0,2021,NA
1000000,2021,Full sprinkler system present
40000,2021,Undetermined
2500,2021,NA
0,2021,NA
50,2021,No sprinkler system
500000,2021,NA
200000,2021,No sprinkler system
200,2021,No sprinkler system
20000,2021,No sprinkler system
75000,2021,Partial sprinkler system present
50,2021,No sprinkler system
750000,2021,No sprinkler system
2000,2021,Full sprinkler system present
2000,2021,No sprinkler system
0,2021,No sprinkler system
20000,2021,NA
12500,2021,Partial sprinkler system present
15000,2021,No sprinkler system
10000,2021,No sprinkler system
2500,2021,Full sprinkler system present
5000,2021,No sprinkler system
20000,2021,No sprinkler system
1000,2021,Partial sprinkler system present
50000,2021,Partial sprinkler system present
1000,2021,Undetermined
100000,2021,No sprinkler system
500,2021,No sprinkler system
100,2021,Full sprinkler system present
0,2021,No sprinkler system
1000,2021,NA
10000,2021,No sprinkler system
5000,2021,No sprinkler system
0,2021,NA
1000,2021,No sprinkler system
500,2021,No sprinkler system
250000,2021,Partial sprinkler system present
7000,2021,No sprinkler system
4000,2021,No sprinkler system
1000,2021,Undetermined
250000,2021,No sprinkler system
500,2021,NA
500,2021,No sprinkler system
100,2019,NA
0,2019,NA
30000,2019,No sprinkler system
500,2019,No sprinkler system
200000,2019,No sprinkler system
0,2019,No sprinkler system
100,2019,No sprinkler system
10000,2019,Full sprinkler system present
20000,2019,NA
2500,2019,NA
15000,2019,No sprinkler system
50000,2019,No sprinkler system
0,2019,NA
10000,2019,NA
75000,2019,No sprinkler system
5000,2019,NA
5000,2019,Undetermined
15000,2019,NA
0,2019,No sprinkler system
500,2019,NA
300000,2019,No sprinkler system
300000,2019,No sprinkler system
30000,2019,No sprinkler system
40000,2019,No sprinkler system
300000,2019,Full sprinkler system present
15000,2019,No sprinkler system
7500,2019,No sprinkler system
6000,2019,NA
6000,2019,Full sprinkler system present
1000,2019,Undetermined
25000,2019,NA
2000,2019,No sprinkler system
75000,2019,No sprinkler system
0,2019,Partial sprinkler system present
2000,2019,NA
10000,2019,NA
250000,2019,No sprinkler system
4000,2019,No sprinkler system
150000,2019,No sprinkler system
20000,2019,NA
200000,2019,NA
10000,2019,No sprinkler system
2000,2019,NA
0,2019,No sprinkler system
10000,2019,No sprinkler system
0,2019,NA
2000,2019,Undetermined
0,2019,No sprinkler system
3000,2019,NA
35000,2019,No sprinkler system
500,2019,Full sprinkler system present
100000,2019,No sprinkler system
50000,2019,Undetermined
0,2019,No sprinkler system
50000,2019,NA
5000,2019,No sprinkler system
30000,2019,No sprinkler system
100000,2019,No sprinkler system
1000,2019,NA
5000,2019,No sprinkler system
50000,2019,Partial sprinkler system present
15000,2019,Partial sprinkler system present
2000,2019,No sprinkler system
0,2019,NA
0,2019,Undetermined
50000,2019,No sprinkler system
1,2019,Undetermined
2500,2019,Partial sprinkler system present
80000,2019,No sprinkler system
500,2019,NA
500,2019,No sprinkler system
2000000,2019,No sprinkler system
5000,2019,No sprinkler system
2000,2019,Partial sprinkler system present
40000,2019,No sprinkler system
5000,2019,NA
1000,2019,NA
150000,2019,No sprinkler system
20000,2019,No sprinkler system
0,2019,No sprinkler system
1000,2019,Partial sprinkler system present
200,2019,No sprinkler system
700000,2019,No sprinkler system
5000,2019,No sprinkler system
20000,2019,No sprinkler system
1000,2019,Partial sprinkler system present
2000,2019,No sprinkler system
100000,2019,Undetermined
10000,2019,No sprinkler system
100,2019,No sprinkler system
15000,2019,NA
2000,2019,No sprinkler system
50000,2019,No sprinkler system
250,2019,NA
6000,2019,Partial sprinkler system present
8000,2020,No sprinkler system
6000,2019,NA
500,2019,Full sprinkler system present
1000,2019,NA
0,2019,Full sprinkler system present
0,2020,No sprinkler system
300000,2020,No sprinkler system
500,2019,Full sprinkler system present
0,2019,Partial sprinkler system present
9000,2019,Undetermined
5000,2019,Full sprinkler system present
3000,2019,Partial sprinkler system present
30000,2019,NA
4000,2019,NA
2000,2019,Partial sprinkler system present
350,2019,Full sprinkler system present
30000,2019,No sprinkler system
100,2019,Full sprinkler system present
5000,2019,No sprinkler system
300,2021,No sprinkler system
5,2020,NA
5000,2020,Undetermined
10000,2019,Partial sprinkler system present
700,2019,Full sprinkler system present
2000,2019,Partial sprinkler system present
2000,2019,Undetermined
0,2019,NA
6500,2019,No sprinkler system
4000,2019,Undetermined
250,2019,No sprinkler system
200,2019,NA
20000,2019,NA
40,2019,NA
2000,2019,NA
15000,2019,No sprinkler system
40000,2019,No sprinkler system
100000,2019,No sprinkler system
20000,2019,No sprinkler system
100,2019,Undetermined
10000,2019,No sprinkler system
9999,2021,Full sprinkler system present
200,2019,No sprinkler system
2000,2020,NA
3000,2021,Undetermined
2000,2019,No sprinkler system
20,2019,No sprinkler system
3000,2019,Full sprinkler system present
10000,2019,Partial sprinkler system present
30000,2019,NA
3500,2019,No sprinkler system
300,2019,Full sprinkler system present
0,2019,NA
500,2019,No sprinkler system
0,2019,No sprinkler system
10000,2019,Full sprinkler system present
2000,2019,Full sprinkler system present
500,2019,NA
4000,2019,Full sprinkler system present
50000,2019,Partial sprinkler system present
2000,2019,Undetermined
1000,2019,Full sprinkler system present
5000,2019,Full sprinkler system present
5000,2020,NA
2000,2021,Partial sprinkler system present
30000,2021,No sprinkler system
12000,2021,NA
40000,2019,No sprinkler system
1000,2020,Full sprinkler system present
500,2019,Full sprinkler system present
0,2019,NA
0,2019,NA
2000,2019,No sprinkler system
3000,2019,Full sprinkler system present
5000,2019,Undetermined
90000,2020,No sprinkler system
5000,2020,Full sprinkler system present
5000,2020,NA
500,2019,Undetermined
0,2019,Full sprinkler system present
80000,2020,NA
100,2020,Undetermined
50000,2020,No sprinkler system
5000,2020,No sprinkler system
5000,2019,NA
20000,2019,NA
1000,2019,NA
600,2019,No sprinkler system
0,2019,Full sprinkler system present
30000,2019,No sprinkler system
5000,2019,No sprinkler system
5000,2019,NA
1,2020,NA
10000,2020,NA
3000,2020,Undetermined
30000,2020,No sprinkler system
50000,2019,NA
100,2019,Full sprinkler system present
5000,2021,No sprinkler system
2000,2019,No sprinkler system
900,2019,Partial sprinkler system present
2000,2019,No sprinkler system
0,2019,Full sprinkler system present
500,2019,No sprinkler system
300,2019,No sprinkler system
5000,2019,NA
1000,2019,NA
1000,2019,No sprinkler system
5000,2021,Undetermined
50000,2021,No sprinkler system
50,2021,Partial sprinkler system present
700,2021,NA
20000,2021,No sprinkler system
150000,2021,No sprinkler system
500,2019,NA
2000,2019,Undetermined
0,2019,NA
800,2019,No sprinkler system
2000,2019,No sprinkler system
3000,2019,No sprinkler system
1500,2019,No sprinkler system
0,2019,No sprinkler system
500,2019,NA
10000,2021,No sprinkler system
2000,2021,Undetermined
200000,2021,NA
5000,2021,NA
50,2021,No sprinkler system
10000,2021,No sprinkler system
900000,2021,No sprinkler system
800,2021,No sprinkler system
5000,2021,Full sprinkler system present
2000,2021,Undetermined
1000,2021,Full sprinkler system present
15000,2019,No sprinkler system
90000,2021,No sprinkler system
0,2021,NA
500,2020,NA
2000,2020,NA
0,2019,Full sprinkler system present
500,2020,NA
100000,2021,NA
10000,2021,Undetermined
0,2021,No sprinkler system
100000,2021,No sprinkler system
140000,2021,No sprinkler system
10000,2021,NA
100,2021,Undetermined
0,2021,No sprinkler system
5000,2021,NA
20000,2021,NA
10000,2021,NA
0,2021,NA
0,2021,Undetermined
0,2021,Undetermined
4000,2021,No sprinkler system
500000,2021,No sprinkler system
15,2019,No sprinkler system
30000,2019,NA
0,2019,No sprinkler system
50,2019,No sprinkler system
500000,2019,No sprinkler system
500,2019,No sprinkler system
10000,2019,NA
10000,2019,Full sprinkler system present
400000,2021,Full sprinkler system present
2000,2019,Partial sprinkler system present
10000,2019,No sprinkler system
10000,2019,Full sprinkler system present
15000,2019,Full sprinkler system present
10000,2019,No sprinkler system
0,2019,NA
50000,2019,NA
0,2019,No sprinkler system
4000,2019,No sprinkler system
10000,2019,No sprinkler system
0,2021,NA
10000,2021,No sprinkler system
50000,2021,No sprinkler system
20000,2021,NA
8000,2021,NA
1000,2021,No sprinkler system
30000,2020,NA
2000,2020,NA
1000,2019,NA
20000,2019,Partial sprinkler system present
25000,2019,No sprinkler system
10000,2019,NA
2000,2019,Undetermined
50,2019,No sprinkler system
1000,2019,No sprinkler system
900,2020,Full sprinkler system present
1000000,2020,NA
40000,2020,Undetermined
5000,2020,No sprinkler system
1000,2020,No sprinkler system
50000,2020,No sprinkler system
5000,2021,Undetermined
45000,2021,NA
20000,2021,No sprinkler system
1500,2021,Partial sprinkler system present
100000,2021,Full sprinkler system present
4000,2021,No sprinkler system
1000,2021,Undetermined
2000,2021,No sprinkler system
100000,2021,Full sprinkler system present
100,2021,Undetermined
0,2021,NA
200,2021,No sprinkler system
50000,2021,No sprinkler system
500,2019,Full sprinkler system present
0,2019,Undetermined
0,2019,No sprinkler system
1000,2019,Undetermined
1000,2019,No sprinkler system
250000,2019,No sprinkler system
1000,2021,NA
0,2021,No sprinkler system
40000,2021,No sprinkler system
2500,2021,Undetermined
25000,2021,NA
100,2021,No sprinkler system
2000,2021,NA
0,2021,Full sprinkler system present
2000,2019,No sprinkler system
15000,2019,Full sprinkler system present
0,2019,No sprinkler system
50000,2020,No sprinkler system
0,2020,No sprinkler system
5000,2020,NA
500,2020,Partial sprinkler system present
0,2021,No sprinkler system
0,2021,Undetermined
1000,2021,No sprinkler system
1000,2021,Partial sprinkler system present
0,2021,NA
20000,2021,No sprinkler system
1500,2021,Undetermined
10000,2021,No sprinkler system
500,2021,No sprinkler system
10000,2021,NA
80000,2021,No sprinkler system
20000,2021,No sprinkler system
50,2021,NA
200,2021,Full sprinkler system present
0,2021,No sprinkler system
50000,2021,No sprinkler system
100000,2021,No sprinkler system
40000,2021,NA
20000,2021,No sprinkler system
3000,2021,No sprinkler system
45000,2019,Undetermined
4000,2019,NA
10000,2019,NA
1,2019,No sprinkler system
100000,2019,NA
0,2019,NA
1000,2019,Full sprinkler system present
500,2019,Undetermined
0,2021,Full sprinkler system present
10000,2021,Partial sprinkler system present
100000,2021,No sprinkler system
2000,2021,Partial sprinkler system present
1000,2021,No sprinkler system
100,2021,Full sprinkler system present
10000,2021,Undetermined
200,2021,Partial sprinkler system present
500,2021,Partial sprinkler system present
500,2021,NA
5000,2021,NA
35000,2021,NA
100,2021,No sprinkler system
500,2021,No sprinkler system
0,2021,No sprinkler system
2000000,2021,No sprinkler system
10,2021,No sprinkler system
75000,2021,No sprinkler system
21000,2021,NA
0,2021,Full sprinkler system present
1000,2021,NA
20000,2021,NA
500,2021,NA
2000,2019,Full sprinkler system present
3500,2019,Undetermined
250000,2019,No sprinkler system
150000,2019,No sprinkler system
0,2019,No sprinkler system
0,2019,Partial sprinkler system present
1000,2019,Undetermined
2500,2021,No sprinkler system
1,2021,Full sprinkler system present
100000,2021,No sprinkler system
5000,2021,NA
0,2021,Full sprinkler system present
500,2021,No sprinkler system
0,2020,Full sprinkler system present
0,2019,No sprinkler system
2500,2019,NA
15000,2019,No sprinkler system
20000,2019,Full sprinkler system present
500,2020,Undetermined
120000,2021,No sprinkler system
1000,2021,NA
1000,2021,NA
0,2021,Full sprinkler system present
500,2021,Partial sprinkler system present
500,2021,NA
1001,2021,Full sprinkler system present
25000,2021,Undetermined
10000,2021,No sprinkler system
50000,2021,NA
5000,2021,No sprinkler system
0,2021,No sprinkler system
500,2021,NA
5000,2021,No sprinkler system
10000,2021,No sprinkler system
15000,2021,NA
15000,2021,No sprinkler system
0,2021,NA
1000,2021,NA
25,2021,NA
0,2021,Undetermined
0,2021,Full sprinkler system present
